numeric_itemID,original_itemID,numeric_categoryID,original_categoryID,price_levelID,original_price
158,9582,N/A,N/A,N/A,N/A
159,30058,N/A,N/A,N/A,N/A
160,8732,N/A,N/A,N/A,N/A
161,131319,N/A,N/A,N/A,N/A
162,30294,N/A,N/A,N/A,N/A
163,130835,N/A,N/A,N/A,N/A
164,45355,N/A,N/A,N/A,N/A
165,135792,N/A,N/A,N/A,N/A
166,11297,N/A,N/A,N/A,N/A
167,125919,N/A,N/A,N/A,N/A
168,88452,N/A,N/A,N/A,N/A
169,8735,N/A,N/A,N/A,N/A
170,125920,N/A,N/A,N/A,N/A
171,43824,N/A,N/A,N/A,N/A
172,45236,N/A,N/A,N/A,N/A
173,18566,N/A,N/A,N/A,N/A
174,294153,N/A,N/A,N/A,N/A
175,74731,N/A,N/A,N/A,N/A
176,10858,N/A,N/A,N/A,N/A
177,54281,N/A,N/A,N/A,N/A
178,44612,N/A,N/A,N/A,N/A
179,2442,N/A,N/A,N/A,N/A
180,90702,N/A,N/A,N/A,N/A
181,31500,N/A,N/A,N/A,N/A
182,21864,N/A,N/A,N/A,N/A
183,11524,N/A,N/A,N/A,N/A
184,36700,N/A,N/A,N/A,N/A
185,82691,N/A,N/A,N/A,N/A
186,36621,N/A,N/A,N/A,N/A
187,39471,N/A,N/A,N/A,N/A
188,34093,N/A,N/A,N/A,N/A
189,14600,N/A,N/A,N/A,N/A
190,14234,N/A,N/A,N/A,N/A
191,11419,N/A,N/A,N/A,N/A
192,132879,N/A,N/A,N/A,N/A
193,19942,N/A,N/A,N/A,N/A
194,126406,N/A,N/A,N/A,N/A
195,106324,N/A,N/A,N/A,N/A
196,87471,N/A,N/A,N/A,N/A
197,44394,N/A,N/A,N/A,N/A
198,11119,N/A,N/A,N/A,N/A
199,92881,N/A,N/A,N/A,N/A
200,80098,N/A,N/A,N/A,N/A
201,169690,N/A,N/A,N/A,N/A
202,4787,N/A,N/A,N/A,N/A
203,37725,N/A,N/A,N/A,N/A
204,30398,N/A,N/A,N/A,N/A
205,8250,N/A,N/A,N/A,N/A
206,9093,N/A,N/A,N/A,N/A
207,48094,N/A,N/A,N/A,N/A
208,25460,N/A,N/A,N/A,N/A
209,19342,N/A,N/A,N/A,N/A
210,126122,N/A,N/A,N/A,N/A
211,31055,N/A,N/A,N/A,N/A
212,35495,N/A,N/A,N/A,N/A
213,17050,N/A,N/A,N/A,N/A
214,124947,N/A,N/A,N/A,N/A
215,128859,N/A,N/A,N/A,N/A
216,23288,N/A,N/A,N/A,N/A
217,66682,N/A,N/A,N/A,N/A
218,32342,N/A,N/A,N/A,N/A
219,84517,N/A,N/A,N/A,N/A
220,25781,N/A,N/A,N/A,N/A
221,10691,N/A,N/A,N/A,N/A
222,33404,N/A,N/A,N/A,N/A
223,2818,N/A,N/A,N/A,N/A
224,157362,N/A,N/A,N/A,N/A
225,14170,N/A,N/A,N/A,N/A
226,164206,N/A,N/A,N/A,N/A
227,58998,N/A,N/A,N/A,N/A
228,70219,N/A,N/A,N/A,N/A
229,90603,N/A,N/A,N/A,N/A
230,4479,N/A,N/A,N/A,N/A
231,171648,N/A,N/A,N/A,N/A
232,170416,N/A,N/A,N/A,N/A
233,9934,N/A,N/A,N/A,N/A
234,127397,N/A,N/A,N/A,N/A
235,45002,N/A,N/A,N/A,N/A
236,1180,N/A,N/A,N/A,N/A
237,36708,N/A,N/A,N/A,N/A
238,51535,N/A,N/A,N/A,N/A
239,34952,N/A,N/A,N/A,N/A
240,682,N/A,N/A,N/A,N/A
241,86161,N/A,N/A,N/A,N/A
242,10299,N/A,N/A,N/A,N/A
243,11989,N/A,N/A,N/A,N/A
244,75104,N/A,N/A,N/A,N/A
245,33914,N/A,N/A,N/A,N/A
246,30455,N/A,N/A,N/A,N/A
247,33256,N/A,N/A,N/A,N/A
248,30378,N/A,N/A,N/A,N/A
249,12233,N/A,N/A,N/A,N/A
250,36717,N/A,N/A,N/A,N/A
251,48286,N/A,N/A,N/A,N/A
252,6365,N/A,N/A,N/A,N/A
253,8993,N/A,N/A,N/A,N/A
254,47412,N/A,N/A,N/A,N/A
255,35099,N/A,N/A,N/A,N/A
256,130768,N/A,N/A,N/A,N/A
257,57590,N/A,N/A,N/A,N/A
258,67779,N/A,N/A,N/A,N/A
259,47114,N/A,N/A,N/A,N/A
260,68899,N/A,N/A,N/A,N/A
261,90105,N/A,N/A,N/A,N/A
262,7447,N/A,N/A,N/A,N/A
263,18860,N/A,N/A,N/A,N/A
264,24522,N/A,N/A,N/A,N/A
265,34053,N/A,N/A,N/A,N/A
266,46293,N/A,N/A,N/A,N/A
267,46225,N/A,N/A,N/A,N/A
268,46509,N/A,N/A,N/A,N/A
269,57076,N/A,N/A,N/A,N/A
270,46644,N/A,N/A,N/A,N/A
271,50344,N/A,N/A,N/A,N/A
272,66114,N/A,N/A,N/A,N/A
273,5560,N/A,N/A,N/A,N/A
274,83537,N/A,N/A,N/A,N/A
275,7068,N/A,N/A,N/A,N/A
276,130874,N/A,N/A,N/A,N/A
277,62079,N/A,N/A,N/A,N/A
278,82292,N/A,N/A,N/A,N/A
279,62762,N/A,N/A,N/A,N/A
280,52895,N/A,N/A,N/A,N/A
281,8917,N/A,N/A,N/A,N/A
282,62123,N/A,N/A,N/A,N/A
283,58277,N/A,N/A,N/A,N/A
284,4869,N/A,N/A,N/A,N/A
285,56006,N/A,N/A,N/A,N/A
286,12030,N/A,N/A,N/A,N/A
287,90675,N/A,N/A,N/A,N/A
288,175818,N/A,N/A,N/A,N/A
289,11855,N/A,N/A,N/A,N/A
290,32138,N/A,N/A,N/A,N/A
291,83484,N/A,N/A,N/A,N/A
292,63620,N/A,N/A,N/A,N/A
293,79141,N/A,N/A,N/A,N/A
294,79178,N/A,N/A,N/A,N/A
295,12841,N/A,N/A,N/A,N/A
296,3676,N/A,N/A,N/A,N/A
297,46805,N/A,N/A,N/A,N/A
298,6964,N/A,N/A,N/A,N/A
299,68520,N/A,N/A,N/A,N/A
300,89925,N/A,N/A,N/A,N/A
301,66675,N/A,N/A,N/A,N/A
302,4124,N/A,N/A,N/A,N/A
303,79218,N/A,N/A,N/A,N/A
304,30859,N/A,N/A,N/A,N/A
305,18498,N/A,N/A,N/A,N/A
306,48772,N/A,N/A,N/A,N/A
307,83655,N/A,N/A,N/A,N/A
308,4454,N/A,N/A,N/A,N/A
309,7033,N/A,N/A,N/A,N/A
310,6436,N/A,N/A,N/A,N/A
311,13905,N/A,N/A,N/A,N/A
312,30312,N/A,N/A,N/A,N/A
313,111071,N/A,N/A,N/A,N/A
314,24883,N/A,N/A,N/A,N/A
315,131133,N/A,N/A,N/A,N/A
316,26432,N/A,N/A,N/A,N/A
317,62763,N/A,N/A,N/A,N/A
318,80661,N/A,N/A,N/A,N/A
319,161099,N/A,N/A,N/A,N/A
320,33034,N/A,N/A,N/A,N/A
321,75267,N/A,N/A,N/A,N/A
322,2681,N/A,N/A,N/A,N/A
323,10250,N/A,N/A,N/A,N/A
324,35914,N/A,N/A,N/A,N/A
325,36126,N/A,N/A,N/A,N/A
326,85135,N/A,N/A,N/A,N/A
327,125599,N/A,N/A,N/A,N/A
328,2980,N/A,N/A,N/A,N/A
329,27047,N/A,N/A,N/A,N/A
330,3325,N/A,N/A,N/A,N/A
331,34910,N/A,N/A,N/A,N/A
332,34605,N/A,N/A,N/A,N/A
333,7974,N/A,N/A,N/A,N/A
334,36556,N/A,N/A,N/A,N/A
335,36515,N/A,N/A,N/A,N/A
336,5372,N/A,N/A,N/A,N/A
337,130823,N/A,N/A,N/A,N/A
338,205010,N/A,N/A,N/A,N/A
339,203487,N/A,N/A,N/A,N/A
340,173671,N/A,N/A,N/A,N/A
341,57874,N/A,N/A,N/A,N/A
342,167930,N/A,N/A,N/A,N/A
343,41905,N/A,N/A,N/A,N/A
344,12726,N/A,N/A,N/A,N/A
345,47736,N/A,N/A,N/A,N/A
346,2673,N/A,N/A,N/A,N/A
347,32082,N/A,N/A,N/A,N/A
348,2087,N/A,N/A,N/A,N/A
349,30340,N/A,N/A,N/A,N/A
350,30366,N/A,N/A,N/A,N/A
351,48570,N/A,N/A,N/A,N/A
352,9989,N/A,N/A,N/A,N/A
353,86227,N/A,N/A,N/A,N/A
354,188217,N/A,N/A,N/A,N/A
355,85849,N/A,N/A,N/A,N/A
356,10856,N/A,N/A,N/A,N/A
357,155745,N/A,N/A,N/A,N/A
358,36878,N/A,N/A,N/A,N/A
359,7005,N/A,N/A,N/A,N/A
360,36885,N/A,N/A,N/A,N/A
361,47586,N/A,N/A,N/A,N/A
362,25911,N/A,N/A,N/A,N/A
363,79520,N/A,N/A,N/A,N/A
364,13607,N/A,N/A,N/A,N/A
365,6478,N/A,N/A,N/A,N/A
366,24753,N/A,N/A,N/A,N/A
367,801,N/A,N/A,N/A,N/A
368,30761,N/A,N/A,N/A,N/A
369,21638,N/A,N/A,N/A,N/A
370,7779,N/A,N/A,N/A,N/A
371,42163,N/A,N/A,N/A,N/A
372,68351,N/A,N/A,N/A,N/A
373,3299,N/A,N/A,N/A,N/A
374,421,N/A,N/A,N/A,N/A
375,11664,N/A,N/A,N/A,N/A
376,34038,N/A,N/A,N/A,N/A
377,114824,N/A,N/A,N/A,N/A
378,7104,N/A,N/A,N/A,N/A
379,69273,N/A,N/A,N/A,N/A
380,10713,N/A,N/A,N/A,N/A
381,49920,N/A,N/A,N/A,N/A
382,8328,N/A,N/A,N/A,N/A
383,9550,N/A,N/A,N/A,N/A
384,62496,N/A,N/A,N/A,N/A
385,83972,N/A,N/A,N/A,N/A
386,40834,N/A,N/A,N/A,N/A
387,79956,N/A,N/A,N/A,N/A
388,46871,N/A,N/A,N/A,N/A
389,126695,N/A,N/A,N/A,N/A
390,126615,N/A,N/A,N/A,N/A
391,90622,N/A,N/A,N/A,N/A
392,89710,N/A,N/A,N/A,N/A
393,41580,N/A,N/A,N/A,N/A
394,60795,N/A,N/A,N/A,N/A
395,30696,N/A,N/A,N/A,N/A
396,6074,N/A,N/A,N/A,N/A
397,90454,N/A,N/A,N/A,N/A
398,56514,N/A,N/A,N/A,N/A
399,56241,N/A,N/A,N/A,N/A
400,33836,N/A,N/A,N/A,N/A
401,36602,N/A,N/A,N/A,N/A
402,10263,N/A,N/A,N/A,N/A
403,47373,N/A,N/A,N/A,N/A
404,35885,N/A,N/A,N/A,N/A
405,30947,N/A,N/A,N/A,N/A
406,7095,N/A,N/A,N/A,N/A
407,7726,N/A,N/A,N/A,N/A
408,8404,N/A,N/A,N/A,N/A
409,4926,N/A,N/A,N/A,N/A
410,33890,N/A,N/A,N/A,N/A
411,4603,N/A,N/A,N/A,N/A
412,68815,N/A,N/A,N/A,N/A
413,6302,N/A,N/A,N/A,N/A
414,379043,N/A,N/A,N/A,N/A
415,207876,N/A,N/A,N/A,N/A
416,25215,N/A,N/A,N/A,N/A
417,379860,N/A,N/A,N/A,N/A
418,35473,N/A,N/A,N/A,N/A
419,7088,N/A,N/A,N/A,N/A
420,211850,N/A,N/A,N/A,N/A
421,90621,N/A,N/A,N/A,N/A
422,7010,N/A,N/A,N/A,N/A
423,13064,N/A,N/A,N/A,N/A
424,2458,N/A,N/A,N/A,N/A
425,126422,N/A,N/A,N/A,N/A
426,16826,N/A,N/A,N/A,N/A
427,57201,N/A,N/A,N/A,N/A
428,162305,N/A,N/A,N/A,N/A
429,93152,N/A,N/A,N/A,N/A
430,7398,N/A,N/A,N/A,N/A
431,14758,N/A,N/A,N/A,N/A
432,51250,N/A,N/A,N/A,N/A
433,30792,N/A,N/A,N/A,N/A
434,6913,N/A,N/A,N/A,N/A
435,10674,N/A,N/A,N/A,N/A
436,234568,N/A,N/A,N/A,N/A
437,85571,N/A,N/A,N/A,N/A
438,16486,N/A,N/A,N/A,N/A
439,156673,N/A,N/A,N/A,N/A
440,127197,N/A,N/A,N/A,N/A
441,23884,N/A,N/A,N/A,N/A
442,50887,N/A,N/A,N/A,N/A
443,125587,N/A,N/A,N/A,N/A
444,11770,N/A,N/A,N/A,N/A
445,20166,N/A,N/A,N/A,N/A
446,36271,N/A,N/A,N/A,N/A
447,25833,N/A,N/A,N/A,N/A
448,375650,N/A,N/A,N/A,N/A
449,379018,N/A,N/A,N/A,N/A
450,10296,N/A,N/A,N/A,N/A
451,38035,N/A,N/A,N/A,N/A
452,28201,N/A,N/A,N/A,N/A
453,10237,N/A,N/A,N/A,N/A
454,47310,N/A,N/A,N/A,N/A
455,7100,N/A,N/A,N/A,N/A
456,6848,N/A,N/A,N/A,N/A
457,36031,N/A,N/A,N/A,N/A
458,13748,N/A,N/A,N/A,N/A
459,14124,N/A,N/A,N/A,N/A
460,14441,N/A,N/A,N/A,N/A
461,47167,N/A,N/A,N/A,N/A
462,6510,N/A,N/A,N/A,N/A
463,9581,N/A,N/A,N/A,N/A
464,10988,N/A,N/A,N/A,N/A
465,13661,N/A,N/A,N/A,N/A
466,41935,N/A,N/A,N/A,N/A
467,29769,N/A,N/A,N/A,N/A
468,84577,N/A,N/A,N/A,N/A
469,98333,N/A,N/A,N/A,N/A
470,42933,N/A,N/A,N/A,N/A
471,33240,N/A,N/A,N/A,N/A
472,83401,N/A,N/A,N/A,N/A
473,72130,N/A,N/A,N/A,N/A
474,76811,N/A,N/A,N/A,N/A
475,66031,N/A,N/A,N/A,N/A
476,194264,N/A,N/A,N/A,N/A
477,12319,N/A,N/A,N/A,N/A
478,8158,N/A,N/A,N/A,N/A
479,11177,N/A,N/A,N/A,N/A
480,13954,N/A,N/A,N/A,N/A
481,47135,N/A,N/A,N/A,N/A
482,40985,N/A,N/A,N/A,N/A
483,47017,N/A,N/A,N/A,N/A
484,35981,N/A,N/A,N/A,N/A
485,5582,N/A,N/A,N/A,N/A
486,13043,N/A,N/A,N/A,N/A
487,36272,N/A,N/A,N/A,N/A
488,69350,N/A,N/A,N/A,N/A
489,36738,N/A,N/A,N/A,N/A
490,68590,N/A,N/A,N/A,N/A
491,5825,N/A,N/A,N/A,N/A
492,23761,N/A,N/A,N/A,N/A
493,4076,N/A,N/A,N/A,N/A
494,78103,N/A,N/A,N/A,N/A
495,51760,N/A,N/A,N/A,N/A
496,74933,N/A,N/A,N/A,N/A
497,13189,N/A,N/A,N/A,N/A
498,64599,N/A,N/A,N/A,N/A
499,7545,N/A,N/A,N/A,N/A
500,11017,N/A,N/A,N/A,N/A
501,12145,N/A,N/A,N/A,N/A
502,7544,N/A,N/A,N/A,N/A
503,34592,N/A,N/A,N/A,N/A
504,88887,N/A,N/A,N/A,N/A
505,13749,N/A,N/A,N/A,N/A
506,8756,N/A,N/A,N/A,N/A
507,42605,N/A,N/A,N/A,N/A
508,1329,N/A,N/A,N/A,N/A
509,95117,N/A,N/A,N/A,N/A
510,17450,N/A,N/A,N/A,N/A
511,28367,N/A,N/A,N/A,N/A
512,57717,N/A,N/A,N/A,N/A
513,35715,N/A,N/A,N/A,N/A
514,13281,N/A,N/A,N/A,N/A
515,47363,N/A,N/A,N/A,N/A
516,34192,N/A,N/A,N/A,N/A
517,11385,N/A,N/A,N/A,N/A
518,10193,N/A,N/A,N/A,N/A
519,135915,N/A,N/A,N/A,N/A
520,2176,N/A,N/A,N/A,N/A
521,13574,N/A,N/A,N/A,N/A
522,16952,N/A,N/A,N/A,N/A
523,36181,N/A,N/A,N/A,N/A
524,18635,N/A,N/A,N/A,N/A
525,14222,N/A,N/A,N/A,N/A
526,89791,N/A,N/A,N/A,N/A
527,36584,N/A,N/A,N/A,N/A
528,1299,N/A,N/A,N/A,N/A
529,175662,N/A,N/A,N/A,N/A
530,78211,N/A,N/A,N/A,N/A
531,15642,N/A,N/A,N/A,N/A
532,117877,N/A,N/A,N/A,N/A
533,36685,N/A,N/A,N/A,N/A
534,13326,N/A,N/A,N/A,N/A
535,13558,N/A,N/A,N/A,N/A
536,13595,N/A,N/A,N/A,N/A
537,11881,N/A,N/A,N/A,N/A
538,50551,N/A,N/A,N/A,N/A
539,84873,N/A,N/A,N/A,N/A
540,41781,N/A,N/A,N/A,N/A
541,22470,N/A,N/A,N/A,N/A
542,5986,N/A,N/A,N/A,N/A
543,20748,N/A,N/A,N/A,N/A
544,645,N/A,N/A,N/A,N/A
545,31033,N/A,N/A,N/A,N/A
546,159774,N/A,N/A,N/A,N/A
547,33919,N/A,N/A,N/A,N/A
548,26149,N/A,N/A,N/A,N/A
549,62441,N/A,N/A,N/A,N/A
550,707,N/A,N/A,N/A,N/A
551,20054,N/A,N/A,N/A,N/A
552,79526,N/A,N/A,N/A,N/A
553,47296,N/A,N/A,N/A,N/A
554,6078,N/A,N/A,N/A,N/A
555,39403,N/A,N/A,N/A,N/A
556,379049,N/A,N/A,N/A,N/A
557,3171,N/A,N/A,N/A,N/A
558,290874,N/A,N/A,N/A,N/A
559,22587,N/A,N/A,N/A,N/A
560,30700,N/A,N/A,N/A,N/A
561,63798,N/A,N/A,N/A,N/A
562,4433,N/A,N/A,N/A,N/A
563,88444,N/A,N/A,N/A,N/A
564,37583,N/A,N/A,N/A,N/A
565,647,N/A,N/A,N/A,N/A
566,30166,N/A,N/A,N/A,N/A
567,139656,N/A,N/A,N/A,N/A
568,85558,N/A,N/A,N/A,N/A
569,6615,N/A,N/A,N/A,N/A
570,375107,N/A,N/A,N/A,N/A
571,376543,N/A,N/A,N/A,N/A
572,16920,N/A,N/A,N/A,N/A
573,22715,N/A,N/A,N/A,N/A
574,22271,N/A,N/A,N/A,N/A
575,38600,N/A,N/A,N/A,N/A
576,1159,N/A,N/A,N/A,N/A
577,206301,N/A,N/A,N/A,N/A
578,164363,N/A,N/A,N/A,N/A
579,86550,N/A,N/A,N/A,N/A
580,3629,N/A,N/A,N/A,N/A
581,128905,N/A,N/A,N/A,N/A
582,162638,N/A,N/A,N/A,N/A
583,34103,N/A,N/A,N/A,N/A
584,104310,N/A,N/A,N/A,N/A
585,379486,N/A,N/A,N/A,N/A
586,58377,N/A,N/A,N/A,N/A
587,32817,N/A,N/A,N/A,N/A
588,35641,N/A,N/A,N/A,N/A
589,13099,N/A,N/A,N/A,N/A
590,30618,N/A,N/A,N/A,N/A
591,36662,N/A,N/A,N/A,N/A
592,12229,N/A,N/A,N/A,N/A
593,14473,N/A,N/A,N/A,N/A
594,14001,N/A,N/A,N/A,N/A
595,90248,N/A,N/A,N/A,N/A
596,47708,N/A,N/A,N/A,N/A
597,79064,N/A,N/A,N/A,N/A
598,46632,N/A,N/A,N/A,N/A
599,13983,N/A,N/A,N/A,N/A
600,36146,N/A,N/A,N/A,N/A
601,5392,N/A,N/A,N/A,N/A
602,14934,N/A,N/A,N/A,N/A
603,40986,N/A,N/A,N/A,N/A
604,9338,N/A,N/A,N/A,N/A
605,32661,N/A,N/A,N/A,N/A
606,10271,N/A,N/A,N/A,N/A
607,4081,N/A,N/A,N/A,N/A
608,29254,N/A,N/A,N/A,N/A
609,36703,N/A,N/A,N/A,N/A
610,40156,N/A,N/A,N/A,N/A
611,2920,N/A,N/A,N/A,N/A
612,2922,N/A,N/A,N/A,N/A
613,9154,N/A,N/A,N/A,N/A
614,36035,N/A,N/A,N/A,N/A
615,14382,N/A,N/A,N/A,N/A
616,171278,N/A,N/A,N/A,N/A
617,20521,N/A,N/A,N/A,N/A
618,1511,N/A,N/A,N/A,N/A
619,2273,N/A,N/A,N/A,N/A
620,2865,N/A,N/A,N/A,N/A
621,31079,N/A,N/A,N/A,N/A
622,13960,N/A,N/A,N/A,N/A
623,36142,N/A,N/A,N/A,N/A
624,13760,N/A,N/A,N/A,N/A
625,67789,N/A,N/A,N/A,N/A
626,30839,N/A,N/A,N/A,N/A
627,11586,N/A,N/A,N/A,N/A
628,172299,N/A,N/A,N/A,N/A
629,29260,N/A,N/A,N/A,N/A
630,49502,N/A,N/A,N/A,N/A
631,110695,N/A,N/A,N/A,N/A
632,2166,N/A,N/A,N/A,N/A
633,10073,N/A,N/A,N/A,N/A
634,17437,N/A,N/A,N/A,N/A
635,134713,N/A,N/A,N/A,N/A
636,248779,N/A,N/A,N/A,N/A
637,383829,N/A,N/A,N/A,N/A
638,30544,N/A,N/A,N/A,N/A
639,6666,N/A,N/A,N/A,N/A
640,13663,N/A,N/A,N/A,N/A
641,69167,N/A,N/A,N/A,N/A
642,57162,N/A,N/A,N/A,N/A
643,31930,N/A,N/A,N/A,N/A
644,124550,N/A,N/A,N/A,N/A
645,155233,N/A,N/A,N/A,N/A
646,72413,N/A,N/A,N/A,N/A
647,30327,N/A,N/A,N/A,N/A
648,2124,N/A,N/A,N/A,N/A
649,8789,N/A,N/A,N/A,N/A
650,4583,N/A,N/A,N/A,N/A
651,2743,N/A,N/A,N/A,N/A
652,19679,N/A,N/A,N/A,N/A
653,90107,N/A,N/A,N/A,N/A
654,5650,N/A,N/A,N/A,N/A
655,64648,N/A,N/A,N/A,N/A
656,57835,N/A,N/A,N/A,N/A
657,13520,N/A,N/A,N/A,N/A
658,72562,N/A,N/A,N/A,N/A
659,48167,N/A,N/A,N/A,N/A
660,36694,N/A,N/A,N/A,N/A
661,11559,N/A,N/A,N/A,N/A
662,3717,N/A,N/A,N/A,N/A
